120,9151,1317,5823,564081,149174,149952,3799,30061,347327,357961,44827,260856,54355,177859,35546282,9444442,2278442,4981822,12088904,1891893,489808,1491818,2717,14566556,1451380,1740707,20994591,4857218,23118158,2288590,9720719,5098075,93127,734766,1464606,867877,1368999,150918,5641952,7305267,852323,216025,11634722,89482,11437618,9230300,1674814,3836689,60093,8905,2107271,918748,621776,1029934,31336,9333065,9646024,907229,8952386,2195100,182784,511870,517778,483111,6378288,5941105,1181272,1229122,38184,5997989,1584327,3888087
118,9223,1020,5883,561747,125091,154269,1023,31084,355946,364988,28817,263422,57617,179459,34912066,7930471,1972815,4837071,12529474,1657765,135783,1512180,5,14856128,1630096,748901,20574070,4295405,23137333,2121030,10001765,5236626,10841,748621,1467722,853288,1469438,52353,5879470,7458292,900661,59885,12053610,78668,11558510,9168737,960375,4228139,61016,9531,2218057,919251,628830,1052660,36058,9686016,9775622,393577,9058744,2365604,204264,528051,547266,509595,6481882,5997689,1268572,1291841,44622,6034112,1666868,3910475
119,9002,1010,6011,554641,119211,141389,1243,29831,350424,367989,28012,257687,58417,186147,35159089,7523930,1752001,4800684,11317787,1566985,164951,1360106,8,14755680,1463175,705950,20281474,4141394,23625150,2018738,9441410,5232813,14633,726781,1405400,829819,1281910,64724,5868575,7006020,911275,71669,12218854,69747,11304390,9134838,878544,4040960,30948,11302,2125472,918325,621589,767139,43221,9522121,10092573,381471,8953560,2325274,195970,521354,502123,506342,6434022,6170280,1261447,1259420,41381,5918106,1747341,4113863
117,8687,776,6010,539746,89276,135655,842,22330,331625,364514,19224,254621,48266,191798,35419779,5664770,1174002,4948217,10253207,1174320,111891,1389185,7,14171796,1230877,461536,20046927,3122573,24001153,1416867,9031785,5031385,8647,499789,1314207,622399,967931,43441,5744680,6961322,737505,47227,11775820,33158,10581193,9160920,559691,3133381,26168,7487,1605988,978360,452831,774343,31439,8880517,10370004,263670,8815689,1955212,116117,379372,334423,389741,6194843,6460825,923912,990630,31975,5996668,1576411,4381142
122,8291,671,6710,532224,57733,120076,214,16374,292994,386350,12813,263190,54252,227961,36147680,3949650,246527,5452688,8517637,513472,18100,1235410,7,12883293,902409,303112,20991129,1841155,27601094,544022,7674855,4788332,1515,232381,1033339,407392,547140,13304,5120074,7006790,820317,10917,11750677,26253,9437353,9704510,308966,2616255,23817,2682,904642,1204410,233310,812914,11491,7538209,12320915,100360,8846332,2006499,102065,253439,203280,271364,5801295,7188816,889661,1032296,42791,6603549,2127991,5470339
117,8188,542,6244,529539,45458,117687,57,12692,291978,362356,9307,258305,43545,207221,36139711,3130681,204629,5534309,8128871,354339,4498,1293972,2,12814622,854623,226107,20801288,1348602,25799744,344410,7801594,4590430,324,242413,1000045,325422,391640,2171,5028840,6754581,683825,1773,10949933,20915,9535464,9702787,256764,2003226,11225,472,700311,1257415,123906,769126,4069,7482874,11236756,61185,8739714,1658745,67072,171208,150481,181400,5894236,6727497,655445,849725,25804,6404046,1700950,4876166
114,8178,583,5858,540338,56248,111393,365,15385,297822,338040,12780,249528,38641,188678,36455709,3823212,539142,5679102,7870379,532880,42996,1245233,0,13500621,887226,294482,21192084,1616178,23780945,764206,7581424,4284034,3777,346216,1031317,489060,526883,18288,4763299,6008972,604560,23203,10024265,19332,10028558,9842144,336994,1895991,12907,4648,1042750,1205103,266944,604413,9758,7663349,9920104,170755,8646241,1517391,69839,236736,234218,194069,5925490,6224103,635349,761439,16518,6037184,1380113,4344232
114,8008,518,5923,534895,41744,103127,58,11818,288508,337304,9137,251110,39568,191701,36664893,2931311,213861,5790139,6911980,220507,4167,1182086,3,13041099,817905,217775,21037112,1112693,24156658,317923,7250379,4164695,468,278236,919057,338975,314130,2521,4551545,5892899,639428,1307,9934213,22312,9760275,10082209,259988,1664808,3178,681,683966,1272816,108426,527382,4183,7401715,10130644,62258,8726728,1515121,61073,158974,151159,139840,5912928,6226047,612489,768468,16643,6145023,1482248,4409892
125,8808,1012,6738,557029,87270,121663,109,28897,303389,371746,27750,287691,68649,221242,37125912,6113308,636475,5944658,9156805,474456,7805,1121017,5,14116679,1018242,624645,22110134,2507348,27094606,1203436,7199277,4237858,1173,397033,976965,673055,953877,4182,4911239,7382297,928607,3787,10646498,106904,10001394,10381572,767360,3260812,24791,1397,1579183,1152350,418055,994071,7145,7424117,11461785,311315,9076479,2465132,240630,460878,584510,350790,6444486,6736875,1532759,1608093,22903,7205310,2355783,5108971
130,8919,1143,7242,566856,98094,122304,124,30289,296967,396445,33227,297717,79478,244931,37394721,6894454,842883,6022774,9411196,490972,8937,1069900,6,13928407,1239860,748179,22669742,2709125,28990952,1365613,6899266,4340232,1467,430753,974501,738654,986349,4338,4732484,7676885,1026104,4813,11177070,137706,10121228,10882077,982233,3801283,27438,1636,1643705,1140488,466342,1113951,7977,7117113,12606286,391000,9211369,2817986,306486,442686,635916,411257,6341051,7411938,1870473,1718315,29391,7607691,2796740,5812821
